bank,rating,review,date,source
CBE,1,Best,2024-08-16,Google Play
Dashen,5,very nice !! And please add telebirr access same!?,2022-08-15,Google Play
CBE,1,good,2024-02-16,Google Play
Dashen,5,Best after removal of screelock password,2024-05-13,Google Play
BOA,1,Preventing login because I have developer options on is not security. Moved all my money somewhere else because I just didn't wanna deal with it,2024-05-11,Google Play
CBE,5,CBE,2024-12-31,Google Play
CBE,3,verygood,2025-05-05,Google Play
CBE,5,Hulem yemitemamenibet bank new,2024-05-14,Google Play
Dashen,1,good job,2022-11-09,Google Play
CBE,4,User friendly,2023-04-07,Google Play
CBE,5,Fantastic,2024-12-21,Google Play
CBE,1,Easy to use,2022-12-27,Google Play
CBE,5,Wonderful Application!!!,2021-06-05,Google Play
CBE,3,imoo,2025-10-02,Google Play
CBE,4,"It is very good, it make my life easy !!",2022-04-08,Google Play
CBE,5,Best,2023-11-14,Google Play
CBE,5,Nice app proudly made in 🇪🇹ETHIOPIA,2022-06-20,Google Play
CBE,5,anigaa leh,2023-09-04,Google Play
CBE,5,Best,2024-01-05,Google Play
CBE,5,How can I use this app?,2023-05-16,Google Play
CBE,1,Why you are closed seeing our balance in recently updated version?,2021-06-12,Google Play
CBE,5,Good,2025-02-27,Google Play
CBE,5,This app best of the best,2021-12-31,Google Play
CBE,5,Connection,2024-08-09,Google Play
CBE,1,It is one of the disappointed Bank you don't suppose to include Ethiopian on your name you don't deserve it.,2025-03-10,Google Play
CBE,5,Most effective so far.,2025-02-20,Google Play
CBE,4,"It is a nice app compared to the previous one. I appreciate you have included local language but the details in the Amharic section will return to English mode, please fix that problem plus additional local language will increase its usability. Also it would be nice if the terms and conditions agreements, security tips, charge and transfer limits.... are included in the app.",2020-07-26,Google Play
CBE,5,Very good,2024-02-24,Google Play
CBE,5,fast and easy,2024-09-25,Google Play
BOA,5,ደደገነሐ,2024-10-15,Google Play
CBE,5,Open mobile banking,2024-03-20,Google Play
CBE,5,Good improvement👍 number one app with in the bank industry.,2023-05-18,Google Play
CBE,4,Good But Not perfect,2021-09-14,Google Play
CBE,5,Am very satisfied by your apply,2024-01-30,Google Play
CBE,5,Nice update 👍 . Cheese 🤛👍 IT mans good job.,2020-07-27,Google Play
CBE,1,"Just updated to version 4.3 but it failed to sync after that. Please do something, I couldn't use it since it is popping ""can't sync"".",2021-06-07,Google Play
CBE,5,Very best app,2025-01-14,Google Play
CBE,5,Wow Its amazing,2024-02-09,Google Play
CBE,5,Fast and easy,2024-02-15,Google Play
CBE,1,Only limited transaction are shown.. the time of the transaction is not shown.,2023-11-26,Google Play
CBE,4,"I would have given the app 5 stars if the download or share function of the last transaction confirmation is working. I wonder why you desabled it as I repeatedly obliged to screenshot the confirmation. If I were you, enable is as even pdf file to print and file. I hope you will correct by updating it.",2022-05-30,Google Play
CBE,5,ok,2025-02-06,Google Play
Dashen,5,Its not god,2022-07-30,Google Play
BOA,1,Shameful,2024-09-17,Google Play
Dashen,1,the best app I used always,2024-12-31,Google Play
CBE,1,very poor and even not sho the balance and transaction history,2025-07-07,Google Play
CBE,4,As much as possible good job save and share of transaction not work yet.,2021-08-20,Google Play
CBE,5,Wow,2025-03-14,Google Play
CBE,5,It is my choice,2024-08-05,Google Play
CBE,5,I love it,2015-12-26,Google Play
CBE,2,the screenshot and the reffresh options are so annoying that makes transaction so delaying activity !,2025-05-21,Google Play
CBE,5,Reliable & Simplified Service🎉💜🙏🙏,2025-01-18,Google Play
CBE,5,"it very interesting and easy to use & this new version is very fast to update the transaction, acct bal ,etc",2020-09-16,Google Play
CBE,1,"The latest update prevents taking screenshots, which is really annoying! please allow us to take screenshots! we need it for evidence (particularly, in case of transfer failure!).",2025-03-27,Google Play
BOA,1,How to download or screenshot of payment receipt...what kinda worst app ever 🤮🤮🤢,2024-09-11,Google Play
CBE,4,It is a good app,2024-07-01,Google Play
CBE,5,❤❤❤🙏,2024-03-05,Google Play
Dashen,5,Best,2023-11-09,Google Play
CBE,1,Why build a skyscraper when your mobile app is this bad!!!... Priorities !!!!,2021-06-04,Google Play
CBE,5,I like,2025-05-22,Google Play
CBE,1,Every time the network doesn't work the network is no good Network need Improvement.,2023-09-11,Google Play
CBE,1,"It lags before showing the transaction and you have to use the one in the sms message , why doesn't it work on the app it just says loading",2025-02-18,Google Play
CBE,5,Wow,2020-06-28,Google Play
CBE,5,nice,2025-06-27,Google Play
CBE,1,This app is the worst the current release doesn't work when developers mode is on and the transaction errors make you transfer money twice with errors,2025-01-13,Google Play
CBE,4,"It very smooth, but it need a QR code payment system",2021-05-31,Google Play
CBE,5,wow,2023-10-06,Google Play
CBE,5,Excllent app fast,2022-02-01,Google Play
CBE,5,Best application,2025-01-26,Google Play
CBE,5,Best application,2024-05-16,Google Play
CBE,5,One of a kind app! Just wow!!,2023-07-06,Google Play
BOA,4,Gio,2024-08-19,Google Play
CBE,5,Good,2021-03-01,Google Play
CBE,5,Very nice application. Well updated!!!!,2024-04-07,Google Play
CBE,1,How to get verification code,2020-09-14,Google Play
CBE,2,Stop working after 2 days of installation,2020-11-02,Google Play
CBE,3,All transactions history has to be shown .,2024-02-19,Google Play
CBE,5,i'm happy this cbe service,2021-08-09,Google Play
CBE,5,አሁን አሪፍ ሆኗል ገንዘባችንን ፊትለፊት አያሳይብንም እሱ ተመችቶኛል በጣም በርቱ,2021-06-04,Google Play
CBE,5,Great,2024-01-03,Google Play
Dashen,1,Nice app,2024-02-03,Google Play
CBE,1,Nic,2016-01-11,Google Play
CBE,5,I am proud 👏,2023-07-30,Google Play
CBE,5,It's good,2024-04-16,Google Play
CBE,1,Taking away the screenshot of the receipt is just silly. Worse is tbe download button putting a copy of the screenshot - which you prevented to be taken - in tbe downloads folder where we cant attach directly from Whatsapp. Millions of people use the screenshot as proof of payment / transfer yet you make that harder for everyone? I have every user contacts the developer or manager who made this awful decision.,2025-03-20,Google Play
CBE,5,Its wonderful app but there something to be correct CBEbirr and other CBE apps need to be integrated in one app.,2023-09-06,Google Play
CBE,1,can any one explain me how this thing work? currently I am a mobile banking service user and I have installed this app. but whenever I start the app it requests for download authorization key.  where and how can I get this key?  Thanks,2014-02-20,Google Play
CBE,5,Good,2024-08-06,Google Play
CBE,5,Good application,2021-06-01,Google Play
CBE,1,Not functional when i need a transactions,2025-01-05,Google Play
CBE,5,Nice,2022-08-10,Google Play
CBE,4,"When I enter values in the Amount and Remark fields and click the Continue button, I encounter an error. However, the transaction still deducts the specified amount. It is essential to test this error handling functionality.",2024-09-11,Google Play
CBE,5,It is amazing app,2023-05-27,Google Play
BOA,2,I love boa but the mobile app isn't as good as the older version when the app gets update it gets worse and worse it doesn't even work..fix the issue with that,2024-04-28,Google Play
CBE,5,Waw I am delighted with this app.,2022-06-06,Google Play
CBE,5,ጥሩ ነው,2023-10-16,Google Play
CBE,5,Ajwisks,2024-05-05,Google Play
CBE,5,"It's so convenient, so much improved, you get a message right after you send it.",2024-02-03,Google Play
CBE,5,Good,2025-02-19,Google Play
BOA,5,I have been using this app for two years.It is amazing.,2025-02-01,Google Play
CBE,4,"Great app, but try to include an access to water bill payment for places other than Adis Ababa & try top the app not to be inactive while developer option setting in Samsung phones is activated",2025-02-11,Google Play
CBE,5,Evry thing ok but it not acitve,2020-10-01,Google Play
CBE,5,Very good,2021-02-05,Google Play
CBE,5,it's very good cbe,2022-02-12,Google Play
CBE,4,It's nice I like it,2014-09-11,Google Play
CBE,4,"It's good, but why have a limit of 5 on weekly transfer.",2021-07-15,Google Play
CBE,5,"I like it ,it is nice 👌👌👌 but in the*889# its better to be the choice in recently used rather than as it was .",2022-12-25,Google Play
CBE,2,Sand me naw,2025-01-03,Google Play
CBE,5,Nice,2022-12-17,Google Play
CBE,4,"Dear CBE Team, The updated version of CbE application is very interesting and has an additional features which is very nice but still the app doesn't have an option of transferring money into another Telebirr service number rather than own Telebirr account...so please add this feature.",2023-03-12,Google Play
CBE,1,Very bad,2025-01-31,Google Play
CBE,4,Good,2024-12-29,Google Play
CBE,5,Ok,2024-12-31,Google Play
CBE,5,Best app,2024-02-04,Google Play
CBE,2,The qr code scans must be backed to see the transfer is done and to use it easily,2025-01-25,Google Play
BOA,1,the worst app humans ever created,2025-06-09,Google Play
CBE,4,"it is very nice. but i have a serious suggestion when you send to other cbe birr customer, it does not show the name of the recipient befor it actually send the money. please improve this",2025-10-10,Google Play
CBE,5,At List we need to cheack our transction back to one year,2023-06-11,Google Play
CBE,5,Great app,2021-12-24,Google Play
CBE,4,this is very good app but what is bucket override i don't get,2025-07-06,Google Play
Dashen,3,Thankz,2023-06-08,Google Play
CBE,5,"It is very, for more experience please upgrade it",2024-09-23,Google Play
BOA,1,The keyboard not Working please fix it,2024-02-14,Google Play
CBE,3,Unable to connect server eyale nw eskahun alkefetem,2024-02-22,Google Play
CBE,5,Please Ethiopian electric opethio all,2022-02-12,Google Play
CBE,5,This application is very useful I do like it Thank you so much Ethiopian Commercial Bank really you are the best ❤️👍 Please keep it up,2021-01-23,Google Play
CBE,5,This app is very useful because it is easy to use for everything.,2023-04-17,Google Play
CBE,1,Reeding,2024-04-24,Google Play
CBE,4,The current version is a vast improvement.,2020-08-06,Google Play
CBE,5,Best!,2025-02-13,Google Play
BOA,5,The best bank,2024-04-29,Google Play
CBE,3,I can't update the app on my mobile,2023-11-14,Google Play
CBE,4,Good app,2024-03-13,Google Play
CBE,5,ኘተ,2024-11-09,Google Play
CBE,5,Good application,2021-06-06,Google Play
CBE,5,This app is exceptionally fantastic!! Keep updating it!!,2024-08-05,Google Play
CBE,5,"A spectacular app, cutting-edge technology, thanks for your service.",2024-01-29,Google Play
CBE,5,Thank to God,2024-01-10,Google Play
CBE,5,በጣም አሪፍ መገልጊያ ነው 👍,2025-01-04,Google Play
CBE,1,Worst app I've ever seen,2021-06-03,Google Play
Dashen,3,Good but it need additional work it is slow in respond,2024-01-31,Google Play
BOA,5,it's really good 👍,2025-04-23,Google Play
BOA,3,Good,2024-05-07,Google Play
CBE,5,"Great app, it made my daily transactions very easy happy to have it. Kudos!",2022-08-04,Google Play
BOA,5,Ok,2024-08-06,Google Play
CBE,1,ለተቀነሰው ገንዘብ ወዲያውኑ ኖቲፋይ ባለማድረጉ የተጠቃሚ ጌዜ እያባከነ ይገኛልና ብታስተካክሉ።,2023-03-18,Google Play
CBE,5,Very good,2021-05-04,Google Play
CBE,5,Good,2025-01-03,Google Play
BOA,3,Not that much bad,2024-12-22,Google Play
BOA,5,Good,2024-06-14,Google Play
CBE,5,Very Very good news,2024-02-23,Google Play
CBE,5,thank you,2025-07-30,Google Play
CBE,5,Cbe,2020-12-10,Google Play
CBE,5,Very God thanks,2025-03-30,Google Play
CBE,5,best,2022-04-11,Google Play
CBE,5,Foreign transfer provided by this bank is poor but local service is excellent.,2023-01-04,Google Play
CBE,5,Wonderful,2022-05-30,Google Play
CBE,5,Very nice app,2023-08-24,Google Play
CBE,5,good,2023-10-23,Google Play
CBE,5,good,2025-09-12,Google Play
CBE,1,Good,2023-08-24,Google Play
CBE,5,👍,2023-11-17,Google Play
Dashen,5,Good,2024-07-09,Google Play
BOA,5,best app from any mobilebanking,2024-05-04,Google Play
CBE,5,Why stacked sometimes,2025-05-03,Google Play
CBE,5,"Best Mobile Banking App, easy and Clear to use.",2022-05-29,Google Play
CBE,3,ምርጥ ነው፣ ሰልፍ የለ፣ ቢሮክራሲ የለ፣ ገንዘብ ከፋዩን እባክህ ፈጠን በል አስቸኳይ ነው የለ፣ u're bank is at ur finger tips. መስተካከል ያለበት ነገር ቢኖር፣ time out ይልና አልተላለፈም ይላል፣ ነገር ግን አንዳንዴ time out ቢልም ያስተላልፋል እና ድጋሚ ድጋሚ መሞከር ተጨማሪ ገንዘብ ያስከፍላል፣ ይሄን ጥንቃቄ ማድረግ ይስፈልጋል,2021-04-10,Google Play
CBE,5,So easy and clear to use the app,2021-10-22,Google Play
CBE,5,Fantastic,2023-03-25,Google Play
CBE,1,Stupid thief app,2024-04-22,Google Play
BOA,5,Best app,2024-02-16,Google Play
CBE,5,Good up to use esealy,2023-11-15,Google Play
CBE,3,So these is very application,2017-03-30,Google Play
CBE,3,I need to get the details of my utilities payment without going to the Bank. Thank you!,2021-06-13,Google Play
CBE,5,very good,2025-07-20,Google Play
CBE,5,opne,2025-10-13,Google Play
CBE,3,you must added dark mode options ❗,2025-03-25,Google Play
CBE,1,"I have downloaded and went to CBE and registered my account. It shows only my balance and previous transactions. But when I tried to transfer money to non CBE customer it asks only revipients name, phone number and amount not any other criteria such as branch of sender and recipient. Finally when I press ""submit"" button it says input valid data. So how can I use it? I filled all the available blank spaces correctly but it doesn' work",2016-09-25,Google Play
CBE,5,Good Good service,2023-07-22,Google Play
CBE,4,"Error free, user friendly best app🙏",2024-09-14,Google Play
CBE,5,It is help full ilike it,2024-08-20,Google Play
BOA,5,👍,2024-11-11,Google Play
CBE,5,Nice mobile banking,2024-09-17,Google Play
BOA,5,Nice,2024-05-25,Google Play
CBE,5,good,2025-10-09,Google Play
CBE,5,CBE The Ethiopian Nations Bank.,2024-07-04,Google Play
CBE,5,"I cann't speak a word. without emotion It is a nice app,keep it up by updating",2022-06-20,Google Play
CBE,5,Best,2024-03-17,Google Play
CBE,3,"The app is functional with some failures, need much work on the user experience.",2024-05-19,Google Play
CBE,5,This app is verry interesting app ever almost add free and when comparing with other compitant banks app this app more great it work on less data best RTOS👌👌👌,2024-03-18,Google Play
CBE,3,Nayis,2023-11-19,Google Play
CBE,5,Very useful app Help Me to pay my tuition fees in my house Thanks,2023-03-23,Google Play
CBE,5,Asefa Obsa,2025-10-14,Google Play
CBE,5,Best App,2023-09-12,Google Play
CBE,5,Good work very important,2025-03-01,Google Play
CBE,5,"really appreciate and useful 👍 app ..and happy if u can use more access to buy air tickets, get loans, ....etc...but honestly so glad to use this app..thanks",2020-09-02,Google Play
CBE,5,Good,2021-06-09,Google Play
CBE,3,It stuck many time i can't transfer my own money the time i need it must be update but if the stucking prevent it is great app,2024-12-18,Google Play
CBE,4,Good,2024-08-28,Google Play
BOA,1,I have nothing against your service but your App!!!!??? When will it ever work? Why do you keep changing the interface whenever there is an update? The most unreadable annoying app.,2024-03-22,Google Play
CBE,5,Taliilaa gutaa Dhugoo xiqii,2024-06-29,Google Play
CBE,5,ever good,2021-12-11,Google Play
CBE,5,✌️,2024-02-11,Google Play
CBE,5,The one leads the ethiopian economy is commercial bank of Ethiopia am very satisfied with this service and customer let be customers I invest in,2022-02-12,Google Play
CBE,5,it's very useful,2025-03-23,Google Play
CBE,5,Better and good technology,2024-02-11,Google Play
CBE,5,ይህ አፕ በጣም አጋዥ ስራን ሚያፋጥን ነው ግን ያለፈውን ሙሉ ታሪክ አያሳይም,2024-05-26,Google Play
CBE,5,best,2025-03-30,Google Play
CBE,2,ጥሩ ነው ነገር ግን አብዛኛውን ጊዜ Transaction History አይመዘግብም አልፎ አልፎ አንዳንድ ቢያስቀምጥ እንኳ Order/በቅድምተከተል አይቀመጥም በተጨማሪ Message ያልደረም ከሆነ በጠም አስቸጋሪ ከመሆኑም በላይ በስራችን ላይ ጫና እያደረሰብን ነው ከደንበኞች በቀላሉ መገበያየት አስቻጋሪ ነው እና ይህ ይስተካከል እንላለን !!,2024-06-23,Google Play
CBE,3,how can I get application variation code,2020-12-23,Google Play
CBE,5,Is excellent i ever seen,2024-05-21,Google Play
CBE,5,"Best app, I like it, it makes my life easy",2021-02-23,Google Play
CBE,5,Easy way to use,2024-03-23,Google Play
CBE,5,Best,2022-03-03,Google Play
CBE,4,Awo,2022-02-12,Google Play
BOA,5,Excellent app,2024-08-21,Google Play
CBE,5,Excellent,2021-12-29,Google Play
CBE,5,I cant use by galaxy s6 edge,2015-07-14,Google Play
CBE,5,its very nice,2025-05-02,Google Play
CBE,5,Very Very good appa I am really,2023-11-19,Google Play
CBE,4,Good,2025-01-28,Google Play
Dashen,5,Excellent,2024-02-01,Google Play
Dashen,2,ይሄ አሪፍ,2025-02-12,Google Play
CBE,5,Good,2024-06-26,Google Play
CBE,5,የከፍተኛ ከተማአመት,2024-02-02,Google Play
CBE,5,easy to use and user friendly,2025-03-31,Google Play
BOA,1,Frequently crashing fix it please,2024-05-01,Google Play
BOA,1,it can't even open and only display error messages,2024-07-27,Google Play
CBE,5,Good,2024-01-12,Google Play
Dashen,5,Thnk you,2024-12-02,Google Play
CBE,2,በዚህ አፕሊኬሽን ብዙ አካውንት add ማድረግ ቢቻል ጥሩ ነበር‼️,2020-10-31,Google Play
CBE,5,Keepup Very Good!,2024-02-15,Google Play
CBE,5,mal,2024-07-14,Google Play
CBE,3,👍👍👍👍 👍👍👍👍,2025-01-08,Google Play
CBE,5,it's good app.,2025-07-03,Google Play
CBE,4,work on screen shot system,2025-04-08,Google Play
CBE,5,Good,2025-02-04,Google Play
CBE,1,"1. Still no biometric sign in option 2. Annoying welcome notification 3. Not able to share payment receipts just from the app 4. Different interface from one mobile device to the other one. 5. In general, the app requires overhaul to cope with other mobile banking services of banks.",2024-02-16,Google Play
Dashen,5,Amazing,2023-08-01,Google Play
CBE,5,it is not working,2025-02-02,Google Play
CBE,5,satisfied,2025-04-03,Google Play
CBE,4,It's good for me,2020-08-16,Google Play
CBE,5,ምርጥ አፕሊከሽን ነው ገንዘብ ለመላክም ሆነ ለማንኛውም ነገር ተመችቶኛል በዚው ቀጥሉበት,2025-03-25,Google Play
BOA,5,Great,2024-11-25,Google Play
CBE,5,Very useful application which really helps me to use even while I was outside of the country. Thanks.,2024-02-28,Google Play
CBE,5,Happy to have ACCOUNT with CBE. Thank you for the new mobile banking app which can help the customer for settlement of their bills.,2020-06-26,Google Play
CBE,5,my rooted send me,2024-01-06,Google Play
CBE,5,Sufiyan ahmade umara,2025-01-07,Google Play
CBE,1,Why is it asking me for developer option,2025-01-05,Google Play
CBE,1,cbe birr tranfer yelewm yene leyla update yaltederege selk lay ale mn malet nw,2023-10-19,Google Play
CBE,5,To be honest It's a great app,2024-04-25,Google Play
CBE,1,I have updated the june 28 version then it is not workings all. Considering the current Covid 19 pandemic you should make the system more friendly to avoid physical visit to the bank . i just don't get it why CBE is always two steep back in making the process more easy .,2020-07-28,Google Play
CBE,3,"This is quite good than before, and well updated, specifically reciept after transaction is well organized. But still, the statement is limited. Work on this how to link with our email to control transactions.",2024-02-19,Google Play
CBE,5,Comfortable,2025-02-06,Google Play
BOA,5,Amazing,2024-02-09,Google Play
CBE,5,best mobile banking app,2025-06-26,Google Play
CBE,5,Best 👌,2024-04-14,Google Play
BOA,5,like,2025-04-06,Google Play
CBE,1,I really hate CBR! I'd rather be AIB or OIB customer to get a good service.,2016-03-15,Google Play
BOA,5,Good,2024-08-22,Google Play
BOA,5,Abdulkadir,2024-10-11,Google Play
CBE,5,This App make's my life easier. thank you!!!,2023-09-09,Google Play
CBE,1,"The app was updated 7 days ago. Since then it doesn't show the balance and seems like it is trying to update but the update never show a result even if after the green indicator shows sync finished and all the links for the different transaction say ""none available"".",2023-04-03,Google Play
CBE,5,Nice app I like it too,2024-04-14,Google Play
CBE,4,"It is a good app, but when there is no readymade bill for payment, it doesn't tell anything, just say continue. It will be nice if it tells us, the bill is not yet ready for payment.",2022-09-05,Google Play
Dashen,5,The developers have incorporated biometric login which has made the app very convenient and user friendly. I will now increase my rating as promised,2024-06-15,Google Play
CBE,1,If any developer is reading this please fix the screenshot functionality or at least the download button should work flawlessly without me touching it twenty times.,2025-05-05,Google Play
CBE,4,Good mobile banking app,2023-05-13,Google Play
BOA,1,"The worst mob app i have ever seen. Slow, uncomfortable and stupid. It is better to learn from the best app (tele birr). The released updates is even worst.",2024-06-11,Google Play
CBE,5,I am happy with the application.,2024-04-03,Google Play
CBE,5,Good,2024-02-20,Google Play
CBE,4,Ok,2024-09-14,Google Play
Dashen,5,Yeb,2024-12-12,Google Play
CBE,5,It's good,2025-02-08,Google Play
Dashen,3,Very nice mob app,2024-07-26,Google Play
CBE,5,Good,2022-08-02,Google Play
CBE,5,Easy to use,2022-03-06,Google Play
CBE,5,Perfect App,2023-01-23,Google Play
BOA,5,Best app,2025-07-08,Google Play
BOA,1,"The version 24.04.26 is not opening on any of my devices. I noticed this issue on my friend's Android 9 phone and also on my Samsung Android 12 phone. Even after weekly updates, the newest version is not working properly. Please provide a stable version update, as I prefer the older version of the app from the new one.",2024-05-04,Google Play
BOA,4,Almost better compared to cbe where it is not qualified for,2025-03-09,Google Play
CBE,1,"I can;t see my account, I can;t send it, it;s just a search, it doesn;t open",2022-03-09,Google Play
CBE,1,Too slow,2023-08-16,Google Play
CBE,5,good app,2023-11-14,Google Play
CBE,5,it is best uplication Which i real on,2024-12-28,Google Play
CBE,4,goods app!! pleace update this apps??,2025-03-28,Google Play
CBE,5,Beast app,2023-10-03,Google Play
CBE,5,Very good,2024-02-05,Google Play
CBE,3,Really app but net is poor,2021-05-07,Google Play
BOA,5,Wow,2024-04-14,Google Play
BOA,1,👎,2024-05-02,Google Play
CBE,1,not working..,2019-03-06,Google Play
BOA,1,"It say ""The request was not successful. please check device connectivity or try again"" why? One of the bank manager told me it is because of my phone's android version which is 9.1 It is ridiculous! Disappointing",2024-09-11,Google Play
CBE,1,Good app,2024-01-21,Google Play
CBE,5,💯💯💯💯,2022-02-12,Google Play
CBE,1,Is wired appp,2024-03-08,Google Play
CBE,5,Very convenient,2022-03-07,Google Play
CBE,2,"The CBE mobile banking app is a time-saver, but it needs several improvements, like adding fingerprint authentication. It's risky when people see me entering my PIN. Additionally, the fees are unreasonable. You could learn from Tele Birr, which adjusts fees based on the transaction amount. However, the CBEMB app charges a flat 10 birr fee for amounts between 5 and 1000 birr, which I think is unfair.",2024-09-04,Google Play
Dashen,5,Best app,2023-04-28,Google Play
CBE,5,"I have been using this wonderful app. It is easy to use and user-friendly and perfect user experience app. I just have one suggestion, if you cloud add more info like who(person or company) deposited, and deposit discrimination if any in the recent transaction section of the app. The rest is perfect.",2023-03-26,Google Play
CBE,4,The app is working despite limited connectivity. I tried it from USA and satisfied. Keep it up to remain in the fierce competition!,2021-12-19,Google Play
CBE,1,The interface of the app is great but it's very difficult to see balance and other functions. It's seems no more functional...,2020-09-10,Google Play
CBE,1,This app makes me upset. When they update the app they are updating bug not the functionality of the system.,2024-02-11,Google Play
CBE,1,1 star because I have to visit my bank for new installation of the app and reactivation takes about 45 to 60 minutes with there long queue and system failures. Learn from telebire app and give options to customers to apt out of this ridiculous security feature. Second why is there no customization in the settings for displaying which account I want displayed in the first section rather that slide to my main account every time. You are making us pay a monthly subscription. Bare minimum is not it,2025-02-26,Google Play
CBE,4,"It is light, excellent app.",2023-12-30,Google Play
CBE,5,Good I like it .,2025-01-22,Google Play
BOA,3,Good,2024-05-02,Google Play
CBE,3,Dosn't work in these 3 days,2022-12-26,Google Play
Dashen,5,Good,2025-02-07,Google Play
CBE,5,Nice app!!!!,2021-06-03,Google Play
CBE,5,Wow,2024-12-31,Google Play
CBE,5,nice,2025-03-24,Google Play
CBE,4,it's best app to use recently and upgraded day to day for internationalization,2025-09-16,Google Play
CBE,5,Good,2025-02-04,Google Play
BOA,5,Best app,2024-08-18,Google Play
CBE,4,Good,2020-12-02,Google Play
CBE,5,good app have more opotion,2023-11-10,Google Play
CBE,5,በጣም ሃሪፍ ነው ግን ብር በሚተላለፍበት ወቅት ተቀንሷል ይላል እላፊ መልክቱ ይደርሳል ግን አይቀንስም,2025-04-01,Google Play
CBE,5,Mohamedahmed224mohamed ahmed,2024-07-10,Google Play
CBE,4,"My experience with this app has been outstanding so far,but sometimes it has a hard time connecting with network and makes it hard to make transactions. Apart from that it's amazing.",2024-12-17,Google Play
CBE,5,Amazing 🤑,2023-01-04,Google Play
CBE,3,"The app was working properly, but in the last two days, it showed not available while I am in a good network area with both wifi or data. Please fix it. With regards",2023-11-19,Google Play
CBE,3,This app is simple for uses,2022-08-09,Google Play
CBE,5,Its cool,2021-10-31,Google Play
CBE,5,It is very nice and professional 👌,2022-02-12,Google Play
CBE,4,Nice app except sometimes the sync is not working!,2024-02-07,Google Play
CBE,1,it securty is good for hackeres,2023-01-18,Google Play
CBE,4,"Recent update is very good. User interface has been redesigned and it's really awesome. Only downside is that you can't see all of recent transactions, it is limited to some and there is no way to see older transactions. Apart from that CBE has done a good job in revitalizing the old app.",2020-06-29,Google Play
BOA,5,Hey no working,2024-04-19,Google Play
CBE,1,Thief institution,2024-04-11,Google Play
CBE,5,I love 💕 it's easy and fast,2021-10-08,Google Play
CBE,2,Why it's not found on App Gallery for Huawei users?,2021-08-27,Google Play
CBE,5,Nice,2020-09-12,Google Play
BOA,5,The best,2024-04-24,Google Play
Dashen,4,Best,2022-11-10,Google Play
CBE,5,Simple and secure app,2025-02-25,Google Play
CBE,5,Awesome 😎,2024-02-11,Google Play
CBE,5,The most precious easy to access and secured app love,2020-08-11,Google Play
BOA,5,This upper is very slow,2024-01-31,Google Play
CBE,5,Very nice,2024-01-17,Google Play
BOA,1,በጣም አስቸጋሪ እና አዳጋች የሆነ አሠራር ነው የሚጠቀመው ግብይት መፈፀም ክፍያው ተቆርጦ ሎክ አካውንት በማለት ያስቀምጣል በሌላ አማራጭ ከከፈሉ በኃላ ተመላሽ እንኳን አያደርግም,2024-04-22,Google Play
BOA,3,That's too good application but try to add more alternatives and futures or possibilitys for your customers,2024-09-25,Google Play
CBE,3,utilizes too much power & Crashes often,2025-02-20,Google Play
CBE,5,በጣምጠሩ,2024-10-05,Google Play
CBE,5,I liked it,2024-07-20,Google Play
CBE,5,"Unable to connect, pls. Improve the system",2025-08-20,Google Play
CBE,5,It is so good,2023-10-20,Google Play
CBE,5,nice app,2025-03-22,Google Play
CBE,1,couldnt update the app,2025-02-22,Google Play
CBE,4,Bad,2021-05-30,Google Play
CBE,5,ممتاز جدا جدا,2025-03-24,Google Play
CBE,5,Perfect App if the following will improved: ==》Sometimes why delay to send text for receiver or sender? ==》Need full statement request option menu at home page ==》Please include Cash Withdrawal mechanism option in your next version,2023-03-15,Google Play
CBE,5,Enas mohammed,2014-06-14,Google Play
CBE,1,"Please improve your system of registration. Even after you took actvation code from branch the process is too difficult to register. Why not response?? 1.Is that adding sufaricom airtime was good improvement. You may did thàt for your bussiness. Coz safari have their own apps to sell airtime. If you want to improve, Màke It to connect with account whith out need of going branch. 2. Even make it digital Mobile banking, mean paper less banking(Authorize customer to get account number at his home",2023-04-08,Google Play
CBE,5,Good of good,2024-02-11,Google Play
CBE,1,A useless application that doesn't work.,2024-08-23,Google Play
CBE,1,"Why it cannot generate key for customers by itself? The main reason the bank suggested this application is to reduce crowded customers from cbe bank branches. The hell your IT department is doing? Why they cannot improve this problem? I don't want to go to Branch bank, they don't know nothing about this application. They're so dumbest person I ever seen. Please try make it simple and very useful application. Don't paint bad color on the legacy of this bank.",2023-12-08,Google Play
CBE,5,very good,2025-03-21,Google Play
CBE,5,It wouldn't sync usually.,2022-02-12,Google Play
CBE,1,I've been using the previous app more than a year without any prob. This application is not working more than a month and even they couldn't also fix it.,2020-12-04,Google Play
BOA,5,exellent digital transaction of money,2024-11-27,Google Play
CBE,5,nice app,2025-08-20,Google Play
CBE,5,thank you,2025-03-22,Google Play
CBE,5,"Smart and easy to use, i like this app",2025-02-08,Google Play
CBE,5,100% perfect number one chosen bank,2021-08-19,Google Play
CBE,5,it's very nice 👍.,2025-03-30,Google Play
CBE,5,so smart,2016-09-13,Google Play
CBE,5,Best app,2024-09-19,Google Play
CBE,5,"Nice app but when i forget my password to reset it must be uninstall the existing and add the new one ,so this not good",2024-02-05,Google Play
CBE,5,Yeah,2024-12-18,Google Play
BOA,5,Excellent,2025-08-20,Google Play
CBE,5,Good app,2025-02-14,Google Play
CBE,4,"Sometimes it has a nasty lag for several hour fix that , the rest is 👌",2025-05-22,Google Play
